Athlete,Age,Country,Year,Date,Sport,Gold,Silver,Bronze
Nataliya Khoronenko-Mikhnevich,26,Belarus,2008,24/08/2008,Athletics,0,1,0
Eliud Kipchoge,23,Kenya,2008,24/08/2008,Athletics,0,1,0
Asbel Kiprop,19,Kenya,2008,24/08/2008,Athletics,1,0,0
Brimin Kipruto,23,Kenya,2008,24/08/2008,Athletics,1,0,0
Micah Kogo,22,Kenya,2008,24/08/2008,Athletics,0,0,1
Anton Kokorin,21,Russia,2008,24/08/2008,Athletics,0,0,1
Ainars Kovals,26,Latvia,2008,24/08/2008,Athletics,0,1,0
Primož Kozmus,28,Slovenia,2008,24/08/2008,Athletics,1,0,0
Andrey Kravchenko,22,Belarus,2008,24/08/2008,Athletics,0,1,0
Nancy Langat,26,Kenya,2008,24/08/2008,Athletics,1,0,0
Iryna Lishchynska,32,Ukraine,2008,24/08/2008,Athletics,0,1,0
Lyudmila Litvinova,23,Russia,2008,24/08/2008,Athletics,0,1,0
Shereefa Lloyd,25,Jamaica,2008,24/08/2008,Athletics,0,0,1
Priscilla Lopes-Schliep,25,Canada,2008,24/08/2008,Athletics,0,0,1
Yevgeniy Lukyanenko,23,Russia,2008,24/08/2008,Athletics,0,1,0
Maurren Maggi,32,Brazil,2008,24/08/2008,Athletics,1,0,0
Tomasz Majewski,26,Poland,2008,24/08/2008,Athletics,1,0,0
Hanna Mariën,26,Belgium,2008,24/08/2008,Athletics,0,1,0
Germaine Mason,25,Great Britain,2008,24/08/2008,Athletics,0,1,0
Richard Mateelong,24,Kenya,2008,24/08/2008,Athletics,0,0,1
Michael Mathieu,24,Bahamas,2008,24/08/2008,Athletics,0,1,0
Piotr Malachowski,25,Poland,2008,24/08/2008,Athletics,0,1,0
Françoise Mbango,32,Cameroon,2008,24/08/2008,Athletics,1,0,0
Sally McLellan-Pearson,21,Australia,2008,24/08/2008,Athletics,0,1,0
Mahiedine Mekhissi-Benabbad,23,France,2008,24/08/2008,Athletics,0,1,0
Oksana Menkova,26,Belarus,2008,24/08/2008,Athletics,1,0,0
Yelena Migunova,24,Russia,2008,24/08/2008,Athletics,0,1,0
Andrey Mikhnevich,32,Belarus,2008,24/08/2008,Athletics,0,0,1
Ramon Miller,21,Bahamas,2008,24/08/2008,Athletics,0,1,0
Godfrey Khotso Mokoena,23,South Africa,2008,24/08/2008,Athletics,0,1,0
Avard Moncur,29,Bahamas,2008,24/08/2008,Athletics,0,1,0
Yipsi Moreno,27,Cuba,2008,24/08/2008,Athletics,0,1,0
Catherine Ndereba,36,Kenya,2008,24/08/2008,Athletics,0,1,0
Denis Nizhegorodov,28,Russia,2008,24/08/2008,Athletics,0,0,1
Christina Obergföll,26,Germany,2008,24/08/2008,Athletics,0,0,1
Christine Ohuruogu,24,Great Britain,2008,24/08/2008,Athletics,1,0,0
Blessing Okagbare,19,Nigeria,2008,24/08/2008,Athletics,0,0,1
David Oliver,26,United States,2008,24/08/2008,Athletics,0,0,1
Damola Osayomi,22,Nigeria,2008,24/08/2008,Athletics,0,0,1
Agnes Osazuwa,19,Nigeria,2008,24/08/2008,Athletics,0,0,1
Nadezhda Ostapchuk,27,Belarus,2008,24/08/2008,Athletics,0,0,1
Élodie Ouédraogo,27,Belgium,2008,24/08/2008,Athletics,0,1,0
David Payne,26,United States,2008,24/08/2008,Athletics,0,1,0
Jefferson Pérez,34,Ecuador,2008,24/08/2008,Athletics,0,1,0
Tero Pitkämäki,25,Finland,2008,24/08/2008,Athletics,0,0,1
Yevgeniya Polyakova,25,Russia,2008,24/08/2008,Athletics,1,0,0
Asafa Powell,25,Jamaica,2008,24/08/2008,Athletics,1,0,0
Elisa Rigaudo,28,Italy,2008,24/08/2008,Athletics,0,0,1
Dayron Robles,21,Cuba,2008,24/08/2008,Athletics,1,0,0
Yaroslav Rybakov,27,Russia,2008,24/08/2008,Athletics,0,0,1
Irving Saladino,25,Panama,2008,24/08/2008,Athletics,1,0,0
Gulnara Samitova-Galkina,30,Russia,2008,24/08/2008,Athletics,1,0,0
Leevan Sands,27,Bahamas,2008,24/08/2008,Athletics,0,0,1
Alex Schwazer,23,Italy,2008,24/08/2008,Athletics,1,0,0
Sileshi Sihine,25,Ethiopia,2008,24/08/2008,Athletics,0,1,0
Andrey Silnov,23,Russia,2008,24/08/2008,Athletics,1,0,0
Sherone Simpson,24,Jamaica,2008,24/08/2008,Athletics,0,1,0
Edwin Soi,22,Kenya,2008,24/08/2008,Athletics,0,0,1
Barbora Špotáková,27,Czech Republic,2008,24/08/2008,Athletics,1,0,0
Jenn Stuczynski-Suhr,26,United States,2008,24/08/2008,Athletics,0,1,0
Leonel Suárez,20,Cuba,2008,24/08/2008,Athletics,0,0,1
Shingo Suetsugu,28,Japan,2008,24/08/2008,Athletics,0,0,1
Shinji Takahira,24,Japan,2008,24/08/2008,Athletics,0,0,1
Dwight Thomas,27,Jamaica,2008,24/08/2008,Athletics,1,0,0
Andreas Thorkildsen,26,Norway,2008,24/08/2008,Athletics,1,0,0
Ivan Tikhon,32,Belarus,2008,24/08/2008,Athletics,0,0,1
Nataliya Tobias,27,Ukraine,2008,24/08/2008,Athletics,0,0,1
Naoki Tsukahara,23,Japan,2008,24/08/2008,Athletics,0,0,1
Kjersti Tysse-Plätzer,36,Norway,2008,24/08/2008,Athletics,0,1,0
Tatyana Veshkurova,26,Russia,2008,24/08/2008,Athletics,0,1,0
Blanka Vlašic,24,Croatia,2008,24/08/2008,Athletics,0,1,0
Yekaterina Volkova,30,Russia,2008,24/08/2008,Athletics,0,0,1
Melaine Walker,25,Jamaica,2008,24/08/2008,Athletics,1,0,0
Sammy Wanjiru,21,Kenya,2008,24/08/2008,Athletics,1,0,0
Rosemarie Whyte,21,Jamaica,2008,24/08/2008,Athletics,0,0,1
Bobby-Gaye Wilkins,19,Jamaica,2008,24/08/2008,Athletics,0,0,1
Andrae Williams,25,Bahamas,2008,24/08/2008,Athletics,0,1,0
Novlene Williams-Mills,26,Jamaica,2008,24/08/2008,Athletics,0,0,1
Nick Willis,25,New Zealand,2008,24/08/2008,Athletics,0,1,0
Mary Wineberg,28,United States,2008,24/08/2008,Athletics,1,0,0
Regi Witherspoon,23,United States,2008,24/08/2008,Athletics,1,0,0
Alfred Kirwa Yego,21,Kenya,2008,24/08/2008,Athletics,0,0,1
Denys Yurchenko,30,Ukraine,2008,24/08/2008,Athletics,0,0,1
Zhang Wenxiu,32,China,2008,24/08/2008,Athletics,0,0,1
Zhou Chunxiu,29,China,2008,24/08/2008,Athletics,0,0,1
Virgilijus Alekna,32,Lithuania,2004,29/08/2004,Athletics,1,0,0
Deji Aliu,28,Nigeria,2004,29/08/2004,Athletics,0,0,1
Esref Apak,22,Turkey,2004,29/08/2004,Athletics,0,0,1
Christine Arron,30,France,2004,29/08/2004,Athletics,0,0,1
Musa Audu,24,Nigeria,2004,29/08/2004,Athletics,0,0,1
Jaroslav Bába,19,Czech Republic,2004,29/08/2004,Athletics,0,0,1
Aleen Bailey,23,Jamaica,2004,29/08/2004,Athletics,1,0,0
Stefano Baldini,33,Italy,2004,29/08/2004,Athletics,1,0,0
Hasna Benhassi,26,Morocco,2004,29/08/2004,Athletics,0,1,0
Yuriy Bilonoh,30,Ukraine,2004,29/08/2004,Athletics,1,0,0
Yury Borzakovsky,23,Russia,2004,29/08/2004,Athletics,1,0,0
Ivano Brugnetti,27,Italy,2004,29/08/2004,Athletics,1,0,0
Michelle Burgher,27,Jamaica,2004,29/08/2004,Athletics,0,0,1
Daniil Burkenya,26,Russia,2004,29/08/2004,Athletics,0,0,1
Darren Campbell,30,Great Britain,2004,29/08/2004,Athletics,1,0,0
Jolanda Ceplak,27,Slovenia,2004,29/08/2004,Athletics,0,0,1
Maria Cioncan,27,Romania,2004,29/08/2004,Athletics,0,0,1
Bryan Clay,24,United States,2004,29/08/2004,Athletics,0,1,0
Crystal Cox,25,United States,2004,29/08/2004,Athletics,1,0,0
Yunaika Crawford,21,Cuba,2004,29/08/2004,Athletics,0,0,1
Yumileidi Cumbá,29,Cuba,2004,29/08/2004,Athletics,1,0,0
Nadia Davy,23,Jamaica,2004,29/08/2004,Athletics,0,0,1
Vanderlei de Lima,35,Brazil,2004,29/08/2004,Athletics,0,0,1
Nathan Deakes,27,Australia,2004,29/08/2004,Athletics,0,0,1
Meseret Defar,20,Ethiopia,2004,29/08/2004,Athletics,1,0,0
Pigi Devetzi,28,Greece,2004,29/08/2004,Athletics,0,1,0
Marlon Devonish,28,Great Britain,2004,29/08/2004,Athletics,1,0,0
Ejegayehu Dibaba,22,Ethiopia,2004,29/08/2004,Athletics,0,1,0
Tirunesh Dibaba,19,Ethiopia,2004,29/08/2004,Athletics,0,0,1
Deena Drossin-Kastor,31,United States,2004,29/08/2004,Athletics,0,0,1
Pat Dwyer,26,Australia,2004,29/08/2004,Athletics,0,1,0
Aaron Egbele,25,Nigeria,2004,29/08/2004,Athletics,0,0,1
Uchenna Emedolu,27,Nigeria,2004,29/08/2004,Athletics,0,0,1
Olusoji Fasuba,20,Nigeria,2004,29/08/2004,Athletics,0,0,1
Allyson Felix,18,United States,2004,29/08/2004,Athletics,0,1,0
Sylviane Félix,26,France,2004,29/08/2004,Athletics,0,0,1
Svetlana Feofanova,24,Russia,2004,29/08/2004,Athletics,0,1,0
Debbie Ferguson-McKenzie,28,Bahamas,2004,29/08/2004,Athletics,0,0,1
Francisco Javier Fernández,27,Spain,2004,29/08/2004,Athletics,0,1,0
Tatyana Firova,21,Russia,2004,29/08/2004,Athletics,0,1,0
Olga Fyodorova,21,Russia,2004,29/08/2004,Athletics,0,1,0
Anier García,28,Cuba,2004,29/08/2004,Athletics,0,0,1
Jason Gardener,28,Great Britain,2004,29/08/2004,Athletics,1,0,0
Giuseppe Gibilisco,25,Italy,2004,29/08/2004,Athletics,0,0,1
Ana Guevara,27,Mexico,2004,29/08/2004,Athletics,0,1,0
Joanna Hayes,27,United States,2004,29/08/2004,Athletics,1,0,0
Matt Hemingway,31,United States,2004,29/08/2004,Athletics,0,1,0
Monique Henderson,21,United States,2004,29/08/2004,Athletics,1,0,0
Monique Hennagan,28,United States,2004,29/08/2004,Athletics,1,0,0
Clinton Hill,24,Australia,2004,29/08/2004,Athletics,0,1,0
Stefan Holm,28,Sweden,2004,29/08/2004,Athletics,1,0,0
Muriel Hurtis-Houairi,25,France,2004,29/08/2004,Athletics,0,0,1
Yelena Isinbayeva,22,Russia,2004,29/08/2004,Athletics,1,0,0
Nataliya Ivanova,23,Russia,2004,29/08/2004,Athletics,0,1,0
Olimpiada Ivanova,33,Russia,2004,29/08/2004,Athletics,0,1,0
Godday James,20,Nigeria,2004,29/08/2004,Athletics,0,0,1
Dmitry Karpov,23,Kazakhstan,2004,29/08/2004,Athletics,0,0,1
Meb Keflezighi,29,United States,2004,29/08/2004,Athletics,0,1,0
Naman Keïta,26,France,2004,29/08/2004,Athletics,0,0,1
Anastasia Kelesidou,31,Greece,2004,29/08/2004,Athletics,0,1,0
Ezekiel Kemboi,22,Kenya,2004,29/08/2004,Athletics,1,0,0
Irina Khabarova,38,Russia,2004,29/08/2004,Athletics,0,1,0
Fani Khalkia,25,Greece,2004,29/08/2004,Athletics,1,0,0
Eliud Kipchoge,19,Kenya,2004,29/08/2004,Athletics,0,0,1
Wilson Kipketer,33,Denmark,2004,29/08/2004,Athletics,0,0,1
Brimin Kipruto,19,Kenya,2004,29/08/2004,Athletics,0,1,0
Nadine Kleinert-Schmitt,28,Germany,2004,29/08/2004,Athletics,0,1,0
Carolina Klüft,21,Sweden,2004,29/08/2004,Athletics,1,0,0
Paul Kipsiele Koech,22,Kenya,2004,29/08/2004,Athletics,0,0,1
Robert Korzeniowski,36,Poland,2004,29/08/2004,Athletics,1,0,0
Tatyana Kotova,27,Russia,2004,29/08/2004,Athletics,0,0,1
Zoltán Kovágó,25,Hungary,2004,29/08/2004,Athletics,0,1,0
Olesya Krasnomovets,25,Russia,2004,29/08/2004,Athletics,0,1,0
Svetlana Krivelyova,35,Russia,2004,29/08/2004,Athletics,0,0,1
Larisa Kruglova,31,Russia,2004,29/08/2004,Athletics,0,1,0
Olga Kuzenkova,33,Russia,2004,29/08/2004,Athletics,1,0,0
Bernard Lagat,29,Kenya,2004,29/08/2004,Athletics,0,1,0
Tayna Lawrence,28,Jamaica,2004,29/08/2004,Athletics,1,0,0
Mark Lewis-Francis,21,Great Britain,2004,29/08/2004,Athletics,1,0,0
Liu Xiang,21,China,2004,29/08/2004,Athletics,1,0,0
Tim Mack,31,United States,2004,29/08/2004,Athletics,1,0,0
Sergey Makarov,31,Russia,2004,29/08/2004,Athletics,0,0,1
Véronique Mang,19,France,2004,29/08/2004,Athletics,0,0,1
Mirela Maniani-Tzelili,27,Greece,2004,29/08/2004,Athletics,0,0,1
Joan Lino Martínez,26,Spain,2004,29/08/2004,Athletics,0,0,1
Françoise Mbango,28,Cameroon,2004,29/08/2004,Athletics,1,0,0
Beverly McDonald,34,Jamaica,2004,29/08/2004,Athletics,1,0,0
Danny McFarlane,32,Jamaica,2004,29/08/2004,Athletics,0,1,0
Osleidys Menéndez,24,Cuba,2004,29/08/2004,Athletics,1,0,0
Coby Miller,27,United States,2004,29/08/2004,Athletics,0,1,0
John Moffitt,23,United States,2004,29/08/2004,Athletics,0,1,0
Yipsi Moreno,23,Cuba,2004,29/08/2004,Athletics,0,1,0
Melissa Morrison,33,United States,2004,29/08/2004,Athletics,0,0,1
Mbulaeni Mulaudzi,23,South Africa,2004,29/08/2004,Athletics,0,1,0
Koji Murofushi,29,Japan,2004,29/08/2004,Athletics,1,0,0
Nataliya Nazarova,25,Russia,2004,29/08/2004,Athletics,0,1,0
Catherine Ndereba,32,Kenya,2004,29/08/2004,Athletics,0,1,0
Adam Nelson,29,United States,2004,29/08/2004,Athletics,0,1,0
Steffi Nerius,32,Germany,2004,29/08/2004,Athletics,0,1,0
Yuliya Nesterenko,25,Belarus,2004,29/08/2004,Athletics,1,0,0
Denis Nizhegorodov,24,Russia,2004,29/08/2004,Athletics,0,1,0
Mizuki Noguchi,26,Japan,2004,29/08/2004,Athletics,1,0,0
Francis Obikwelu,25,Portugal,2004,29/08/2004,Athletics,0,1,0
Isabella Ochichi,24,Kenya,2004,29/08/2004,Athletics,0,1,0
Joachim Olsen,27,Denmark,2004,29/08/2004,Athletics,0,0,1
Christian Olsson,24,Sweden,2004,29/08/2004,Athletics,1,0,0
Marian Oprea,22,Romania,2004,29/08/2004,Athletics,0,1,0
Mark Ormrod,21,Australia,2004,29/08/2004,Athletics,0,1,0
Olena Ovcharova-Krasovska,28,Ukraine,2004,29/08/2004,Athletics,0,1,0
Darvis Patton,26,United States,2004,29/08/2004,Athletics,0,1,0
Dwight Phillips,26,United States,2004,29/08/2004,Athletics,1,0,0
Sandie Richards,35,Jamaica,2004,29/08/2004,Athletics,0,0,1
Sanya Richards-Ross,19,United States,2004,29/08/2004,Athletics,1,0,0
Moushaumi Robinson,23,United States,2004,29/08/2004,Athletics,1,0,0
Andrew Rock,22,United States,2004,29/08/2004,Athletics,1,0,0
Anna Rogowska,23,Poland,2004,29/08/2004,Athletics,0,0,1
Nataliya Sadova,32,Russia,2004,29/08/2004,Athletics,1,0,0
Félix Sánchez,26,Dominican Republic,2004,29/08/2004,Athletics,1,0,0
Jane Saville,29,Australia,2004,29/08/2004,Athletics,0,0,1
Roman Šebrle,29,Czech Republic,2004,29/08/2004,Athletics,1,0,0
Sileshi Sihine,21,Ethiopia,2004,29/08/2004,Athletics,0,1,0
Rui Silva,27,Portugal,2004,29/08/2004,Athletics,0,0,1
Irina Simagina,22,Russia,2004,29/08/2004,Athletics,0,1,0
Sherone Simpson,20,Jamaica,2004,29/08/2004,Athletics,1,0,0
Austra Skujyte,25,Lithuania,2004,29/08/2004,Athletics,0,1,0
Yelena Slesarenko,22,Russia,2004,29/08/2004,Athletics,1,0,0
Ronetta Smith,24,Jamaica,2004,29/08/2004,Athletics,0,0,1
Kelly Sotherton,27,Great Britain,2004,29/08/2004,Athletics,0,0,1
John Steffensen,21,Australia,2004,29/08/2004,Athletics,0,1,0
Toby Stevenson,27,United States,2004,29/08/2004,Athletics,0,1,0
